paper_id,day,title,authors_short,keyword_hits,paper_page,pdf
2429,2026-06-06,FRAMER: Frequency-Aligned Self-Distillation with Adaptive Modulation Leveraging Diffusion Priors for Real-World Image Super-Resolution,"Seungho Choi, Jeahun Sung, Jihyong Oh",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Choi_FRAMER_Frequency-Aligned_Self-Distillation_with_Adaptive_Modulation_Leveraging_Diffusion_Priors_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_FRAMER_Frequency-Aligned_Self-Distillation_with_Adaptive_Modulation_Leveraging_Diffusion_Priors_for_CVPR_2026_paper.pdf
2433,2026-06-06,"RoMo: A Large-Scale, Richly Organized Dataset and Semantic Taxonomy for Human Motion Generation",,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_RoMo_A_Large-Scale_Richly_Organized_Dataset_and_Semantic_Taxonomy_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_RoMo_A_Large-Scale_Richly_Organized_Dataset_and_Semantic_Taxonomy_for_CVPR_2026_paper.pdf
2440,2026-06-06,FastHybrid: Accelerating Hybrid Autoregressive Image Generation with Lookahead and Guided Decoding,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_FastHybrid_Accelerating_Hybrid_Autoregressive_Image_Generation_with_Lookahead_and_Guided_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_FastHybrid_Accelerating_Hybrid_Autoregressive_Image_Generation_with_Lookahead_and_Guided_CVPR_2026_paper.pdf
2455,2026-06-06,FrankenMotion: Part-level Human Motion Generation and Composition,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Li_FrankenMotion_Part-level_Human_Motion_Generation_and_Composition_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_FrankenMotion_Part-level_Human_Motion_Generation_and_Composition_CVPR_2026_paper.pdf
2458,2026-06-06,One-Step Diffusion Transformer for Controllable Real-World Image Super-Resolution,"Yushun Fang, Yuxiang Chen, Shibo Yin et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Fang_One-Step_Diffusion_Transformer_for_Controllable_Real-World_Image_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_One-Step_Diffusion_Transformer_for_Controllable_Real-World_Image_Super-Resolution_CVPR_2026_paper.pdf
2469,2026-06-06,Grid Distillation: Compositional Image Distillation via Structured Generative Grids,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Das_Grid_Distillation_Compositional_Image_Distillation_via_Structured_Generative_Grids_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Das_Grid_Distillation_Compositional_Image_Distillation_via_Structured_Generative_Grids_CVPR_2026_paper.pdf
2470,2026-06-06,SpotEdit: Selective Region Editing in Diffusion Transformers,"Zhibin Qin, Zhenxiong Tan, Zeqing Wang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Qin_SpotEdit_Selective_Region_Editing_in_Diffusion_Transformers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_SpotEdit_Selective_Region_Editing_in_Diffusion_Transformers_CVPR_2026_paper.pdf
2481,2026-06-06,DMAligner: Enhancing Image Alignment via Diffusion Model Based View Synthesis,"Xinglong Luo, Ao Luo, Zhengning Wang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Luo_DMAligner_Enhancing_Image_Alignment_via_Diffusion_Model_Based_View_Synthesis_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_DMAligner_Enhancing_Image_Alignment_via_Diffusion_Model_Based_View_Synthesis_CVPR_2026_paper.pdf
2483,2026-06-06,LeapAlign: Post-training Flow Matching Models at Any Generation Step by Building Two-Step Trajectories,"Zhanhao Liang, Tao Yang, Jie Wu et al.",flow; generative,https://openaccess.thecvf.com/content/CVPR2026/html/Liang_LeapAlign_Post-training_Flow_Matching_Models_at_Any_Generation_Step_by_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liang_LeapAlign_Post-training_Flow_Matching_Models_at_Any_Generation_Step_by_CVPR_2026_paper.pdf
2486,2026-06-06,UniGenDet: A Unified Generative-Discriminative Framework for Co-Evolutionary Image Generation and Generated Image Detection,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_UniGenDet_A_Unified_Generative-Discriminative_Framework_for_Co-Evolutionary_Image_Generation_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_UniGenDet_A_Unified_Generative-Discriminative_Framework_for_Co-Evolutionary_Image_Generation_and_CVPR_2026_paper.pdf
2488,2026-06-06,EMR-Diff: Edge-aware Multimodal Residual Diffusion Model for Hyperspectral Image Super-resolution,"Tao Zhang, Shengtao Yao, Rong Zeng et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_EMR-Diff_Edge-aware_Multimodal_Residual_Diffusion_Model_for_Hyperspectral_Image_Super-resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_EMR-Diff_Edge-aware_Multimodal_Residual_Diffusion_Model_for_Hyperspectral_Image_Super-resolution_CVPR_2026_paper.pdf
2493,2026-06-06,VDFE: Difference-Aware 3D Scene Editing with Non-Intrusive Video Diffusion Priors for Multi-View Consistency and Efficiency,"Chao Zhang, Fang Liu, Shuo Li et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.pdf
2494,2026-06-06,RigMo: Unifying Rig and Motion Learning for Generative Animation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_RigMo_Unifying_Rig_and_Motion_Learning_for_Generative_Animation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_RigMo_Unifying_Rig_and_Motion_Learning_for_Generative_Animation_CVPR_2026_paper.pdf
2496,2026-06-06,UltraFlux: Data-Model Co-Design for High-quality Native 4K Text-to-Image Generation across Diverse Aspect Ratios,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Ye_UltraFlux_Data-Model_Co-Design_for_High-quality_Native_4K_Text-to-Image_Generation_across_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_UltraFlux_Data-Model_Co-Design_for_High-quality_Native_4K_Text-to-Image_Generation_across_CVPR_2026_paper.pdf
2497,2026-06-06,InverFill: One-Step Inversion for Enhanced Few-Step Diffusion Inpainting,"Duc Vu, Kien Nguyen, Trong-Tung Nguyen et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Vu_InverFill_One-Step_Inversion_for_Enhanced_Few-Step_Diffusion_Inpainting_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Vu_InverFill_One-Step_Inversion_for_Enhanced_Few-Step_Diffusion_Inpainting_CVPR_2026_paper.pdf
2498,2026-06-06,HandWorld: Hand-Centric Unified Video Action Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Sun_HandWorld_Hand-Centric_Unified_Video_Action_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_HandWorld_Hand-Centric_Unified_Video_Action_Generation_CVPR_2026_paper.pdf
2500,2026-06-06,Animator-Centric Skeleton Generation on Objects with Fine-Grained Details,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Sun_Animator-Centric_Skeleton_Generation_on_Objects_with_Fine-Grained_Details_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_Animator-Centric_Skeleton_Generation_on_Objects_with_Fine-Grained_Details_CVPR_2026_paper.pdf
2503,2026-06-06,Endless World: Real-Time 3D-Aware Long Video Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Endless_World_Real-Time_3D-Aware_Long_Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Endless_World_Real-Time_3D-Aware_Long_Video_Generation_CVPR_2026_paper.pdf
2506,2026-06-06,Pixel Motion Diffusion is What We Need for Robot Control,"E-Ro Nguyen, Yichi Zhang, Kanchana Ranasinghe et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Nguyen_Pixel_Motion_Diffusion_is_What_We_Need_for_Robot_Control_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Nguyen_Pixel_Motion_Diffusion_is_What_We_Need_for_Robot_Control_CVPR_2026_paper.pdf
2512,2026-06-06,Neighbor-Aware Localized Concept Erasure in Text-to-Image Diffusion Models,"Zhuan Shi, Alireza Dehghanpour Farashah, Rik de Vries et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_Neighbor-Aware_Localized_Concept_Erasure_in_Text-to-Image_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Neighbor-Aware_Localized_Concept_Erasure_in_Text-to-Image_Diffusion_Models_CVPR_2026_paper.pdf
2515,2026-06-06,Self-Consistency for LLM-Based Motion Trajectory Generation and Verification,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Ma_Self-Consistency_for_LLM-Based_Motion_Trajectory_Generation_and_Verification_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_Self-Consistency_for_LLM-Based_Motion_Trajectory_Generation_and_Verification_CVPR_2026_paper.pdf
2519,2026-06-06,PromptEnhancer: Taming Your Rewriter for Text-to-Image Generation via Fine-Grained Reward,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_PromptEnhancer_Taming_Your_Rewriter_for_Text-to-Image_Generation_via_Fine-Grained_Reward_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_PromptEnhancer_Taming_Your_Rewriter_for_Text-to-Image_Generation_via_Fine-Grained_Reward_CVPR_2026_paper.pdf
2525,2026-06-06,Generative Point Tracking and Forecasting,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Lu_Generative_Point_Tracking_and_Forecasting_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lu_Generative_Point_Tracking_and_Forecasting_CVPR_2026_paper.pdf
2530,2026-06-06,Points-to-3D: Structure-Aware 3D Generation with Point Cloud Priors,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xia_Points-to-3D_Structure-Aware_3D_Generation_with_Point_Cloud_Priors_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xia_Points-to-3D_Structure-Aware_3D_Generation_with_Point_Cloud_Priors_CVPR_2026_paper.pdf
2532,2026-06-06,ViLearn: Accelerating Training Convergence of Image-to-3D Generation via Visibility Learning,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_ViLearn_Accelerating_Training_Convergence_of_Image-to-3D_Generation_via_Visibility_Learning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_ViLearn_Accelerating_Training_Convergence_of_Image-to-3D_Generation_via_Visibility_Learning_CVPR_2026_paper.pdf
2534,2026-06-06,Inference-time Physics Alignment of Video Generative Models with Latent World Models,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Yuan_Inference-time_Physics_Alignment_of_Video_Generative_Models_with_Latent_World_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yuan_Inference-time_Physics_Alignment_of_Video_Generative_Models_with_Latent_World_CVPR_2026_paper.pdf
2536,2026-06-06,Probabilistic Precipitation Nowcasting with Rectified Flow Transformers,"Johannes Schusterbauer, Jannik Wiese, Nick Stracke et al.",flow,https://openaccess.thecvf.com/content/CVPR2026/html/Schusterbauer_Probabilistic_Precipitation_Nowcasting_with_Rectified_Flow_Transformers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Schusterbauer_Probabilistic_Precipitation_Nowcasting_with_Rectified_Flow_Transformers_CVPR_2026_paper.pdf
2545,2026-06-06,EffectMaker: Unifying Reasoning and Generation for Customized Visual Effect Creation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_EffectMaker_Unifying_Reasoning_and_Generation_for_Customized_Visual_Effect_Creation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_EffectMaker_Unifying_Reasoning_and_Generation_for_Customized_Visual_Effect_Creation_CVPR_2026_paper.pdf
2554,2026-06-06,Evaluating Generative Models via One-Dimensional Code Distributions,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Jia_Evaluating_Generative_Models_via_One-Dimensional_Code_Distributions_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jia_Evaluating_Generative_Models_via_One-Dimensional_Code_Distributions_CVPR_2026_paper.pdf
2556,2026-06-06,LaVR: Scene Latent Conditioned Generative Video Trajectory Re-Rendering using Large 4D Reconstruction Models,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xie_LaVR_Scene_Latent_Conditioned_Generative_Video_Trajectory_Re-Rendering_using_Large_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_LaVR_Scene_Latent_Conditioned_Generative_Video_Trajectory_Re-Rendering_using_Large_CVPR_2026_paper.pdf
2561,2026-06-06,VisiLock: Authorizing Instruction-based Image editing with Dual Score Distillation,"Van Thanh Le, Yun Fu",score,https://openaccess.thecvf.com/content/CVPR2026/html/Le_VisiLock_Authorizing_Instruction-based_Image_editing_with_Dual_Score_Distillation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Le_VisiLock_Authorizing_Instruction-based_Image_editing_with_Dual_Score_Distillation_CVPR_2026_paper.pdf
2562,2026-06-06,FlowPalm: Optical Flow Driven Non-Rigid Deformation for Geometrically Diverse Palmprint Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zou_FlowPalm_Optical_Flow_Driven_Non-Rigid_Deformation_for_Geometrically_Diverse_Palmprint_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zou_FlowPalm_Optical_Flow_Driven_Non-Rigid_Deformation_for_Geometrically_Diverse_Palmprint_CVPR_2026_paper.pdf
2563,2026-06-06,When Safety Collides: Resolving Multi-Category Harmful Conflicts in Text-to-Image Diffusion via Adaptive Safety Guidance,"Yongli Xiang, Ziming Hong, Zhaoqing Wang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Xiang_When_Safety_Collides_Resolving_Multi-Category_Harmful_Conflicts_in_Text-to-Image_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiang_When_Safety_Collides_Resolving_Multi-Category_Harmful_Conflicts_in_Text-to-Image_Diffusion_CVPR_2026_paper.pdf
2569,2026-06-06,Polyphony: Diffusion-based Dual-Hand Action Segmentation with Alternating Vision Transformer and Semantic Conditioning,"Hao Zheng, Hu Wang, Tiantian Zheng et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zheng_Polyphony_Diffusion-based_Dual-Hand_Action_Segmentation_with_Alternating_Vision_Transformer_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_Polyphony_Diffusion-based_Dual-Hand_Action_Segmentation_with_Alternating_Vision_Transformer_and_CVPR_2026_paper.pdf
2581,2026-06-06,SceneMaker: Open-set 3D Scene Generation with Decoupled De-occlusion and Pose Estimation Model,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_SceneMaker_Open-set_3D_Scene_Generation_with_Decoupled_De-occlusion_and_Pose_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_SceneMaker_Open-set_3D_Scene_Generation_with_Decoupled_De-occlusion_and_Pose_CVPR_2026_paper.pdf
2600,2026-06-06,GraspGen-X: Cross-Embodiment 6-DOF Diffusion-based Grasping,"Beining Han, Yu-Wei Chao, Erwin Coumans et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Han_GraspGen-X_Cross-Embodiment_6-DOF_Diffusion-based_Grasping_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_GraspGen-X_Cross-Embodiment_6-DOF_Diffusion-based_Grasping_CVPR_2026_paper.pdf
2603,2026-06-06,OneStory: Coherent Multi-Shot Video Generation with Adaptive Memory,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/An_OneStory_Coherent_Multi-Shot_Video_Generation_with_Adaptive_Memory_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/An_OneStory_Coherent_Multi-Shot_Video_Generation_with_Adaptive_Memory_CVPR_2026_paper.pdf
2610,2026-06-06,Beyond Missing Modalities: Hypergraph Conditioned Diffusion for Uncertainty-Aware Multimodal Emotion Recognition,"Xihang Qiu, Yuhao Fang, Qing Zhou et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Qiu_Beyond_Missing_Modalities_Hypergraph_Conditioned_Diffusion_for_Uncertainty-Aware_Multimodal_Emotion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_Beyond_Missing_Modalities_Hypergraph_Conditioned_Diffusion_for_Uncertainty-Aware_Multimodal_Emotion_CVPR_2026_paper.pdf
2618,2026-06-06,SeeThrough3D: Occlusion Aware 3D Control in Text-to-Image Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Agrawal_SeeThrough3D_Occlusion_Aware_3D_Control_in_Text-to-Image_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Agrawal_SeeThrough3D_Occlusion_Aware_3D_Control_in_Text-to-Image_Generation_CVPR_2026_paper.pdf
2639,2026-06-06,ChangeBridge: Spatiotemporal Image Generation with Multimodal Controls for Remote Senisng,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_ChangeBridge_Spatiotemporal_Image_Generation_with_Multimodal_Controls_for_Remote_Senisng_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_ChangeBridge_Spatiotemporal_Image_Generation_with_Multimodal_Controls_for_Remote_Senisng_CVPR_2026_paper.pdf
2641,2026-06-06,SAGA: Source Attribution of Generative AI Videos,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Kundu_SAGA_Source_Attribution_of_Generative_AI_Videos_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kundu_SAGA_Source_Attribution_of_Generative_AI_Videos_CVPR_2026_paper.pdf
2659,2026-06-06,DiT-IC: Aligned Diffusion Transformer for Efficient Image Compression,"Junqi Shi, Ming Lu, Xingchen Li et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_DiT-IC_Aligned_Diffusion_Transformer_for_Efficient_Image_Compression_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_DiT-IC_Aligned_Diffusion_Transformer_for_Efficient_Image_Compression_CVPR_2026_paper.pdf
2666,2026-06-07,CME-CAD: Heterogeneous Collaborative Multi-Expert Reinforcement Learning for CAD Code Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Niu_CME-CAD_Heterogeneous_Collaborative_Multi-Expert_Reinforcement_Learning_for_CAD_Code_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Niu_CME-CAD_Heterogeneous_Collaborative_Multi-Expert_Reinforcement_Learning_for_CAD_Code_Generation_CVPR_2026_paper.pdf
2670,2026-06-07,DreamSR: Towards Ultra-High-Resolution Image Super-Resolution via a Receptive-Field Enhanced Diffusion Transformer,"Qingji Dong, Hang Dong, Mingqin Chen et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Dong_DreamSR_Towards_Ultra-High-Resolution_Image_Super-Resolution_via_a_Receptive-Field_Enhanced_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dong_DreamSR_Towards_Ultra-High-Resolution_Image_Super-Resolution_via_a_Receptive-Field_Enhanced_Diffusion_CVPR_2026_paper.pdf
2676,2026-06-07,PR-IQA: Partial-Reference Image Quality Assessment for Diffusion-Based Novel View Synthesis,"Inseong Choi, Siwoo Lee, Seung-Hun Nam et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Choi_PR-IQA_Partial-Reference_Image_Quality_Assessment_for_Diffusion-Based_Novel_View_Synthesis_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_PR-IQA_Partial-Reference_Image_Quality_Assessment_for_Diffusion-Based_Novel_View_Synthesis_CVPR_2026_paper.pdf
2679,2026-06-07,ReGenHOI: Unifying Reconstruction and Generation for 3D Human-Object Interaction Understanding,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_ReGenHOI_Unifying_Reconstruction_and_Generation_for_3D_Human-Object_Interaction_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_ReGenHOI_Unifying_Reconstruction_and_Generation_for_3D_Human-Object_Interaction_Understanding_CVPR_2026_paper.pdf
2680,2026-06-07,Masked Region Transformer for Layered Image Generation and Editing at Scale,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Tang_Masked_Region_Transformer_for_Layered_Image_Generation_and_Editing_at_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Masked_Region_Transformer_for_Layered_Image_Generation_and_Editing_at_CVPR_2026_paper.pdf
2685,2026-06-07,StyleDoctor: Towards Specialist Reward Model for Style-centric Generation Tasks,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/He_StyleDoctor_Towards_Specialist_Reward_Model_for_Style-centric_Generation_Tasks_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/He_StyleDoctor_Towards_Specialist_Reward_Model_for_Style-centric_Generation_Tasks_CVPR_2026_paper.pdf
2686,2026-06-07,From Events to Clarity: The Event-Guided Diffusion Framework for Dehazing,"Ling Wang, Yunfan Lu, Wenzong Ma et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_From_Events_to_Clarity_The_Event-Guided_Diffusion_Framework_for_Dehazing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_From_Events_to_Clarity_The_Event-Guided_Diffusion_Framework_for_Dehazing_CVPR_2026_paper.pdf
2689,2026-06-07,Visual Diffusion Models are Geometric Solvers,"Nir Goren, Shai Yehezkel, Omer Dahary et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Goren_Visual_Diffusion_Models_are_Geometric_Solvers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Goren_Visual_Diffusion_Models_are_Geometric_Solvers_CVPR_2026_paper.pdf
2690,2026-06-07,Image Diffusion Preview with Consistency Solver,"Fu-Yun Wang, Hao Zhou, Liangzhe Yuan et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Image_Diffusion_Preview_with_Consistency_Solver_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Image_Diffusion_Preview_with_Consistency_Solver_CVPR_2026_paper.pdf
2691,2026-06-07,Resolving the Identity Crisis in Text-to-Image Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Borse_Resolving_the_Identity_Crisis_in_Text-to-Image_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Borse_Resolving_the_Identity_Crisis_in_Text-to-Image_Generation_CVPR_2026_paper.pdf
2703,2026-06-07,Efficient and Training-Free Single-Image Diffusion Models,"Haojun Qiu, Kiriakos N. Kutulakos, David B. Lindell",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Qiu_Efficient_and_Training-Free_Single-Image_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_Efficient_and_Training-Free_Single-Image_Diffusion_Models_CVPR_2026_paper.pdf
2708,2026-06-07,MajutsuCity: Language-driven Aesthetic-adaptive City Generation with Controllable 3D Assets and Layouts,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Huang_MajutsuCity_Language-driven_Aesthetic-adaptive_City_Generation_with_Controllable_3D_Assets_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_MajutsuCity_Language-driven_Aesthetic-adaptive_City_Generation_with_Controllable_3D_Assets_and_CVPR_2026_paper.pdf
2709,2026-06-07,OpenDance: Multimodal Controllable 3D Dance Generation with Large-scale Internet Data,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_OpenDance_Multimodal_Controllable_3D_Dance_Generation_with_Large-scale_Internet_Data_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_OpenDance_Multimodal_Controllable_3D_Dance_Generation_with_Large-scale_Internet_Data_CVPR_2026_paper.pdf
2712,2026-06-07,Reviving ConvNeXt for Efficient Convolutional Diffusion Models,"Taesung Kwon, Lorenzo Bianchi, Lennart Wittke et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_Reviving_ConvNeXt_for_Efficient_Convolutional_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_Reviving_ConvNeXt_for_Efficient_Convolutional_Diffusion_Models_CVPR_2026_paper.pdf
2717,2026-06-07,PyraTok: Language-Aligned Pyramidal Tokenizer for Video Understanding and Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Susladkar_PyraTok_Language-Aligned_Pyramidal_Tokenizer_for_Video_Understanding_and_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Susladkar_PyraTok_Language-Aligned_Pyramidal_Tokenizer_for_Video_Understanding_and_Generation_CVPR_2026_paper.pdf
2727,2026-06-07,ReCoFuse: Ultra-Robust Image Fusion via Restorative Multi-Modal Diffusion Reciprocal Coupling,"Hao Zhang, Shuhan Yang, Linfeng Tang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_ReCoFuse_Ultra-Robust_Image_Fusion_via_Restorative_Multi-Modal_Diffusion_Reciprocal_Coupling_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_ReCoFuse_Ultra-Robust_Image_Fusion_via_Restorative_Multi-Modal_Diffusion_Reciprocal_Coupling_CVPR_2026_paper.pdf
2728,2026-06-07,The Drift Kernel: Why Diffusion Models Change Even When Told Not To,"Gokul Srinath Seetha Ram, Rashmi Elavazhagan",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Ram_The_Drift_Kernel_Why_Diffusion_Models_Change_Even_When_Told_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ram_The_Drift_Kernel_Why_Diffusion_Models_Change_Even_When_Told_CVPR_2026_paper.pdf
2729,2026-06-07,Accelerating Autoregressive Video Diffusion via History-Guided Cache and Residual Correction,"Kepan Nan, Wangbo Zhao, Penghao Zhou et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Nan_Accelerating_Autoregressive_Video_Diffusion_via_History-Guided_Cache_and_Residual_Correction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Nan_Accelerating_Autoregressive_Video_Diffusion_via_History-Guided_Cache_and_Residual_Correction_CVPR_2026_paper.pdf
